pico [[859, 50]]
mere [[97, 67], [148, 44], [1148, 62], [1822, 33], [2964, 26], [2976, 65], [3017, 28], [3019, 65], [3696, 53], [3899, 26], [4056, 36], [4206, 18], [4323, 8], [4799, 34], [5160, 45], [5224, 56], [5358, 1], [5673, 63], [5808, 16], [5814, 1], [5850, 63], [5860, 59], [5935, 4], [6159, 14], [7163, 47], [7227, 33], [7699, 65], [7747, 58]]
canoe [[4160, 10], [4212, 47], [4226, 5], [4228, 1], [4228, 37], [4508, 1], [5005, 1], [5014, 37], [6220, 37], [6253, 1], [6341, 53], [7006, 65], [7007, 16], [7062, 66], [7064, 14], [7354, 41], [7428, 60], [7485, 1], [7675, 36], [7732, 32], [7732, 58], [7742, 24], [7749, 62], [7783, 46], [7842, 1], [7847, 1], [7849, 55], [7908, 46]]
earth [[1004, 16], [1590, 1], [1898, 57], [1899, 10], [1946, 1], [1973, 9], [2136, 43], [2221, 58], [2403, 5], [2444, 67], [2468, 63], [2472, 21], [2657, 41], [2669, 14], [2677, 34], [2923, 54], [2926, 24], [3065, 9], [3068, 23], [3468, 63], [3547, 24], [4222, 20], [4808, 51], [5116, 48], [5328, 1], [5453, 19], [5808, 41], [5912, 16]]
supply [[1168, 22], [1178, 52], [1747, 59], [2072, 1], [2191, 59], [2192, 59], [2419, 26], [2629, 15], [2990, 42], [3555, 46], [3679, 42], [3783, 36], [3884, 30], [3889, 33], [4030, 47], [4269, 9], [4793, 35], [4837, 18], [5368, 18], [5549, 34], [8027, 44], [8087, 24], [8214, 1], [8217, 32], [8791, 52], [8793, 40], [9150, 8], [9295, 52]]
lie [[375, 42], [384, 30], [602, 15], [642, 1], [878, 41], [890, 57], [911, 44], [1697, 64], [1741, 15], [2274, 49], [2763, 22], [2767, 1], [2823, 38], [2915, 48], [3687, 12], [4078, 12], [4513, 38], [4553, 43], [4560, 7], [5853, 22], [6343, 1], [6709, 8], [7750, 41], [7866, 65], [8133, 64], [8298, 6], [9275, 10], [9574, 67]]
nearer [[822, 8], [937, 51], [967, 65], [1030, 5], [1430, 44], [1430, 55], [1446, 36], [1486, 7], [2312, 64], [3363, 1], [4312, 56], [4472, 20], [4989, 50], [5000, 30], [6645, 55], [6658, 31], [6658, 42], [6661, 1], [7565, 54], [7628, 1], [7678, 1], [7806, 22], [8214, 65], [8224, 15], [8558, 11], [8657, 11], [8668, 20], [9706, 44]]
along [[406, 60], [842, 7], [864, 6], [938, 42], [1477, 19], [2256, 13], [2605, 12], [3654, 1], [3682, 21], [3838, 7], [4189, 69], [4595, 68], [4693, 54], [4740, 1], [4987, 19], [5005, 7], [6220, 43], [6352, 38], [6478, 50], [6602, 46], [7444, 12], [7450, 21], [7844, 39], [8606, 47], [8612, 33], [8637, 22], [9092, 1], [9749, 11]]
design [[95, 32], [843, 54], [863, 62], [922, 25], [1029, 60], [1324, 26], [1363, 11], [2792, 43], [3982, 35], [4185, 57], [4522, 30], [4525, 16], [4526, 9], [5301, 13], [5381, 31], [5544, 20], [5603, 53], [5612, 40], [5623, 26], [5665, 4], [5683, 53], [7391, 53], [7452, 51], [7525, 64], [7964, 12], [8154, 34], [8258, 11], [8711, 38]]
knowledge [[537, 44], [1138, 26], [1334, 12], [2940, 24], [3074, 20], [3076, 36], [3536, 18], [4245, 1], [4339, 57], [5089, 25], [5477, 36], [5664, 40], [6123, 50], [6434, 32], [6487, 52], [6848, 31], [6850, 1], [7073, 14], [7087, 51], [7164, 52], [7167, 1], [7173, 47], [7181, 5], [7193, 39], [7208, 23], [7226, 58], [7230, 10], [7249, 19]]
itself [[349, 46], [612, 54], [1444, 7], [1467, 52], [2675, 37], [2700, 63], [2766, 42], [2822, 35], [3007, 1], [3038, 42], [3263, 15], [3561, 60], [3743, 38], [3843, 1], [4295, 57], [4436, 5], [4558, 52], [5139, 29], [5185, 22], [5280, 48], [5590, 30], [5636, 52], [5723, 66], [5955, 40], [6567, 62], [6920, 16], [9400, 27], [9878, 17]]
view [[499, 43], [735, 16], [1232, 55], [1709, 21], [2078, 17], [3006, 26], [3203, 39], [3363, 8], [3582, 56], [3661, 35], [4522, 52], [4547, 1], [5031, 66], [5461, 66], [6170, 27], [6170, 51], [6244, 46], [6446, 69], [7633, 63], [8106, 66], [8138, 56], [8309, 30], [8438, 51], [8462, 66], [8466, 57], [9063, 27], [9653, 21], [9704, 47]]
care [[632, 64], [817, 11], [1190, 11], [1619, 1], [1647, 9], [2503, 20], [2637, 39], [3157, 9], [3524, 1], [3550, 1], [4390, 21], [4989, 18], [5800, 1], [6058, 64], [6355, 37], [6424, 54], [6942, 20], [7379, 45], [7458, 44], [7504, 56], [7839, 41], [9038, 1], [9091, 61], [9271, 12], [9518, 11], [9803, 51], [9819, 1], [9853, 22]]
ten [[919, 62], [932, 42], [1085, 13], [1325, 20], [1860, 70], [1931, 21], [2098, 30], [2585, 69], [2619, 53], [3255, 45], [4124, 20], [4195, 32], [4232, 11], [4859, 15], [4973, 64], [5136, 32], [5280, 1], [5327, 30], [5397, 18], [5872, 68], [6052, 15], [6195, 4], [6658, 70], [8247, 11], [8270, 53], [8459, 25], [8513, 45], [9403, 45], [9912, 27]]
shoot [[721, 20], [769, 33], [1463, 48], [2013, 60], [3825, 25], [4459, 13], [4928, 12], [4949, 60], [5441, 68], [5517, 11], [5569, 7], [5936, 35], [6646, 57], [6647, 21], [6675, 52], [6911, 58], [7259, 48], [7547, 15], [7580, 4], [9567, 8], [9567, 62], [9568, 1], [9593, 37], [9594, 37], [9594, 47], [9609, 52], [9610, 1], [9610, 34], [9622, 36]]
happened [[371, 65], [623, 4], [647, 64], [1259, 4], [1980, 51], [1983, 11], [2014, 9], [2066, 61], [2570, 66], [2869, 53], [3083, 24], [3195, 47], [3521, 65], [3667, 30], [3989, 4], [4400, 18], [4465, 33], [4502, 1], [5092, 4], [5378, 46], [5441, 21], [5505, 52], [5692, 36], [5894, 43], [6625, 53], [7242, 1], [7711, 50], [9388, 65], [9723, 22]]
pleased [[609, 23], [1793, 1], [3493, 59], [3643, 32], [3716, 44], [4162, 62], [4185, 33], [4257, 62], [4888, 3], [4946, 4], [5533, 41], [5585, 35], [6567, 1], [6738, 11], [6800, 13], [6835, 16], [6849, 31], [6870, 63], [7794, 15], [7990, 56], [8036, 18], [8208, 12], [8716, 32], [8718, 23], [8853, 56], [8871, 65], [9180, 48], [9539, 43], [9619, 66]]
rain [[1800, 48], [1982, 10], [2214, 28], [2328, 48], [2340, 39], [2372, 62], [2548, 5], [2692, 7], [2697, 62], [2700, 1], [2702, 45], [2703, 49], [2706, 24], [2879, 5], [3244, 57], [3246, 12], [3246, 50], [3394, 48], [3421, 44], [3469, 15], [3523, 59], [3782, 12], [4459, 27], [4465, 45], [4482, 5], [4538, 52], [4949, 70], [4951, 8], [7520, 22]]
am [[721, 54], [2168, 3], [2168, 43], [2171, 3], [2171, 43], [2177, 3], [2177, 43], [2180, 43], [2183, 3], [2183, 43], [3022, 20], [3035, 18], [3040, 16], [3066, 21], [3076, 63], [3077, 5], [3144, 65], [3454, 54], [4592, 33], [4616, 62], [6285, 49], [6341, 17], [6384, 54], [6404, 3], [7405, 33], [8192, 12], [8288, 1], [8687, 53], [8735, 1]]
understand [[539, 48], [999, 62], [1788, 53], [2384, 59], [3277, 42], [4851, 11], [4994, 26], [5017, 12], [6669, 37], [6686, 61], [6776, 16], [6869, 1], [6871, 19], [6871, 45], [6899, 9], [6907, 44], [6911, 34], [6952, 15], [6975, 39], [7063, 13], [7072, 21], [7074, 37], [7255, 1], [7276, 33], [7287, 1], [7491, 30], [9251, 1], [9548, 63], [9965, 51]]
fall [[513, 31], [965, 48], [1542, 1], [1605, 13], [2705, 65], [2724, 47], [3602, 45], [4116, 30], [4150, 33], [4151, 34], [4309, 21], [5663, 4], [5665, 65], [5714, 52], [5724, 4], [6049, 16], [6056, 59], [6471, 40], [6480, 50], [6596, 18], [6911, 17], [6913, 16], [7679, 14], [7978, 48], [8155, 15], [8199, 55], [8633, 68], [8652, 1], [9702, 26]]
words [[73, 21], [351, 1], [461, 63], [2922, 40], [2931, 51], [3015, 27], [3030, 10], [3121, 56], [3123, 50], [3132, 14], [3193, 30], [3196, 60], [3202, 8], [3207, 29], [3742, 52], [3747, 56], [3749, 7], [3762, 52], [4357, 49], [5212, 44], [5217, 45], [5841, 35], [6161, 4], [6175, 1], [6176, 44], [6669, 1], [7152, 45], [7156, 46], [7397, 32]]
driven [[331, 42], [1377, 63], [1401, 24], [1433, 31], [1442, 67], [1557, 57], [1688, 15], [2043, 27], [2068, 39], [2312, 37], [2360, 51], [2765, 45], [2768, 11], [3624, 1], [4607, 61], [4622, 39], [4751, 43], [5146, 20], [5301, 57], [5304, 37], [5308, 52], [5322, 13], [6093, 67], [6124, 36], [6226, 38], [6240, 66], [6241, 39], [7279, 34], [7912, 13]]
therefore [[446, 51], [650, 48], [1357, 23], [1689, 19], [1979, 20], [3079, 56], [3370, 6], [3592, 31], [3644, 15], [3951, 1], [4338, 19], [4934, 54], [5242, 9], [5312, 1], [5318, 1], [5515, 1], [5665, 24], [7143, 39], [7170, 24], [7176, 3], [7338, 49], [7427, 1], [7929, 10], [8412, 21], [8416, 31], [8624, 18], [8656, 28], [9161, 44], [9287, 64]]
weather [[253, 11], [271, 10], [293, 30], [616, 40], [1326, 66], [1344, 22], [1554, 36], [1580, 56], [1855, 6], [2329, 36], [2374, 58], [3485, 60], [3668, 1], [3672, 1], [4430, 15], [4483, 38], [4632, 9], [4634, 65], [5999, 1], [6108, 55], [6116, 1], [7279, 62], [7311, 1], [7341, 44], [7492, 33], [7526, 24], [8847, 66], [9404, 20], [9410, 26]]
circumstances [[135, 42], [138, 1], [219, 4], [586, 30], [1117, 40], [1284, 42], [1382, 55], [2157, 57], [2304, 1], [3004, 26], [3726, 37], [3813, 45], [4176, 12], [4373, 50], [5175, 1], [5482, 41], [5960, 49], [6154, 43], [6323, 30], [6373, 24], [8223, 1], [8383, 1], [8475, 1], [8479, 1], [8895, 27], [8963, 57], [9058, 47], [9162, 1], [9297, 49], [9844, 1]]
hours [[565, 36], [775, 1], [1043, 13], [2372, 41], [2696, 47], [2697, 19], [2912, 31], [3422, 7], [3438, 8], [3781, 44], [3786, 30], [3788, 12], [3792, 36], [3891, 41], [4004, 47], [4318, 15], [5208, 32], [5989, 5], [6026, 55], [6048, 1], [6237, 46], [6259, 22], [6496, 44], [7216, 33], [7785, 44], [8247, 15], [8634, 63], [8686, 65], [9241, 27], [9462, 18]]
woods [[1945, 18], [2143, 56], [2538, 18], [2547, 42], [2846, 63], [3368, 11], [3607, 6], [3735, 1], [4142, 1], [4169, 38], [4926, 13], [5269, 55], [5386, 18], [5389, 17], [5498, 43], [5517, 1], [5807, 5], [5940, 15], [6886, 43], [7077, 1], [8260, 40], [8311, 1], [8497, 48], [8527, 54], [8561, 17], [8601, 61], [8952, 66], [9644, 30], [9690, 63], [9767, 51]]
hear [[217, 43], [317, 45], [782, 54], [1041, 54], [1137, 48], [3031, 22], [3205, 24], [4351, 1], [5096, 1], [5514, 48], [6582, 67], [6641, 41], [6670, 18], [6954, 1], [7095, 9], [7096, 7], [7097, 69], [7150, 45], [7763, 4], [8249, 8], [8525, 37], [8528, 57], [8572, 33], [8636, 1], [8637, 44], [8642, 7], [8836, 57], [9337, 55], [9667, 54], [10279, 38]]
delivered [[1053, 6], [1057, 11], [1090, 25], [1096, 58], [1182, 24], [2966, 5], [3126, 2], [3178, 28], [3181, 16], [3210, 14], [3217, 1], [3712, 31], [3765, 57], [5713, 10], [5760, 60], [5767, 35], [7506, 1], [7762, 1], [7773, 26], [7977, 63], [8029, 41], [8031, 55], [8032, 52], [8495, 52], [8498, 1], [8906, 1], [9026, 26], [9051, 62], [9138, 52], [9530, 19]]
particularly [[547, 51], [942, 44], [1201, 35], [1222, 29], [1524, 33], [1752, 43], [1771, 1], [1816, 30], [1904, 24], [2055, 20], [2231, 16], [2549, 37], [3290, 44], [3529, 1], [4804, 1], [5452, 1], [5513, 14], [5677, 45], [5889, 13], [5960, 13], [6133, 57], [6432, 18], [6870, 5], [7073, 37], [7266, 43], [8384, 47], [9160, 5], [9338, 1], [9356, 27], [9883, 13]]
best [[107, 9], [333, 38], [470, 37], [720, 5], [846, 8], [871, 13], [882, 35], [1017, 64], [1171, 29], [1217, 13], [2715, 47], [3392, 10], [3594, 9], [4081, 49], [4873, 38], [5079, 24], [5577, 44], [5708, 34], [5733, 30], [6145, 38], [6353, 35], [6837, 15], [7330, 20], [7469, 11], [8333, 34], [8938, 44], [9100, 34], [9312, 60], [9342, 33], [9520, 37]]
difficulty [[411, 45], [1581, 63], [1586, 40], [1693, 21], [1718, 29], [1878, 40], [2138, 1], [2428, 52], [2902, 64], [3554, 22], [3646, 55], [3682, 45], [3875, 57], [4050, 9], [4167, 9], [4187, 1], [4225, 1], [4477, 55], [4833, 38], [5826, 41], [5885, 1], [6295, 52], [6527, 46], [7064, 46], [8030, 5], [8805, 24], [8945, 42], [9006, 20], [9346, 38], [9349, 27]]
dreadful [[371, 50], [582, 34], [753, 59], [764, 58], [872, 8], [873, 36], [1397, 31], [1521, 9], [2299, 10], [2656, 43], [2693, 42], [2922, 15], [2986, 1], [3014, 49], [3077, 16], [3087, 35], [3214, 33], [4339, 15], [5444, 64], [5473, 25], [5632, 26], [5956, 45], [6030, 12], [6769, 1], [7212, 54], [7636, 53], [7650, 57], [8211, 58], [8584, 52], [9449, 38]]
season [[2330, 7], [2461, 28], [2627, 1], [2632, 28], [2633, 30], [3242, 44], [3245, 12], [3267, 1], [3326, 62], [3399, 9], [3452, 11], [3452, 30], [3470, 51], [3480, 66], [3499, 19], [3546, 1], [3565, 57], [3709, 11], [3819, 65], [3890, 60], [3944, 26], [4090, 29], [5037, 1], [5063, 59], [5167, 59], [6410, 39], [7512, 11], [7525, 18], [8066, 32], [9784, 27]]
middle [[105, 37], [114, 48], [121, 1], [127, 59], [129, 47], [132, 1], [244, 56], [360, 1], [637, 15], [1131, 33], [1220, 40], [1671, 51], [2514, 27], [2570, 38], [3396, 1], [3739, 68], [3784, 53], [4241, 8], [4954, 1], [4957, 1], [5047, 42], [5223, 8], [5385, 57], [5581, 50], [6078, 51], [6089, 55], [8346, 8], [9394, 35], [9786, 15], [10185, 36]]
proper [[584, 59], [814, 13], [1162, 1], [1687, 30], [1709, 50], [1908, 68], [1915, 22], [2345, 8], [2420, 59], [2596, 30], [2632, 56], [2990, 11], [3460, 32], [3465, 37], [3480, 59], [3925, 30], [4061, 43], [4171, 5], [4515, 16], [4848, 1], [4852, 46], [5416, 1], [5588, 64], [6867, 54], [7428, 14], [8330, 59], [8790, 1], [9042, 17], [9514, 28], [9894, 53]]
money [[415, 26], [465, 61], [508, 57], [615, 36], [1110, 11], [1112, 29], [1160, 35], [1172, 61], [1182, 38], [1865, 41], [4283, 58], [6327, 50], [6338, 24], [6342, 11], [9020, 26], [9023, 1], [9034, 13], [9047, 21], [9109, 21], [9148, 27], [9162, 45], [9164, 48], [9173, 66], [9248, 4], [9274, 48], [9293, 55], [9818, 22], [10092, 36], [10101, 7], [10144, 25]]
venture [[158, 46], [798, 19], [861, 9], [949, 45], [2701, 29], [2732, 65], [2737, 49], [4156, 11], [4572, 21], [5810, 16], [5873, 42], [5909, 1], [6057, 62], [6197, 44], [6203, 45], [6222, 45], [6222, 63], [6513, 63], [6516, 40], [7362, 44], [7451, 1], [7451, 43], [8009, 38], [8313, 32], [8563, 30], [8567, 28], [8788, 42], [8902, 1], [8942, 50], [9783, 55]]
true [[247, 17], [674, 57], [730, 28], [2058, 53], [2246, 41], [2562, 1], [2973, 7], [2976, 12], [3201, 62], [3203, 24], [3219, 39], [4430, 1], [4619, 44], [5569, 16], [6067, 17], [6801, 7], [7087, 68], [7208, 18], [7442, 65], [7600, 1], [7995, 29], [8118, 31], [8238, 51], [8696, 18], [9118, 21], [9121, 24], [9133, 1], [9353, 7], [9449, 1], [9850, 1]]
dead [[375, 67], [401, 24], [979, 24], [980, 10], [1445, 1], [2301, 56], [2676, 59], [3401, 24], [4718, 10], [4923, 24], [6001, 10], [6268, 22], [6668, 40], [6695, 7], [6925, 69], [7663, 66], [7681, 62], [7751, 52], [7898, 24], [8359, 29], [8620, 62], [8684, 27], [9043, 15], [9045, 39], [9063, 10], [9080, 6], [9119, 1], [9122, 56], [9618, 48], [9660, 32]]
fresh [[229, 10], [269, 42], [301, 35], [630, 13], [675, 62], [746, 67], [762, 14], [829, 61], [866, 41], [922, 8], [1018, 37], [1538, 52], [1575, 9], [1873, 8], [1904, 58], [3266, 30], [3310, 67], [3312, 48], [4001, 36], [4585, 64], [4606, 51], [4670, 40], [4678, 1], [4854, 64], [5279, 1], [6211, 4], [6270, 61], [6939, 24], [7808, 58], [9845, 65]]
clothes [[509, 17], [1521, 53], [1638, 21], [1777, 44], [2074, 62], [2180, 11], [2181, 46], [2304, 64], [4059, 50], [4423, 4], [4426, 15], [4427, 33], [4431, 1], [4434, 55], [4445, 16], [4460, 21], [4951, 38], [4960, 52], [6191, 32], [6322, 61], [6748, 36], [6801, 39], [7625, 29], [8005, 1], [8125, 27], [8892, 67], [8897, 11], [9013, 39], [9402, 17], [9883, 49]]
thousand [[454, 33], [854, 10], [1136, 6], [1282, 49], [1419, 65], [1508, 1], [2067, 22], [4119, 13], [4131, 35], [4609, 15], [5136, 36], [5280, 5], [5339, 36], [5834, 15], [5878, 35], [6175, 41], [6387, 22], [6435, 25], [7001, 62], [7047, 10], [8862, 1], [8890, 16], [9200, 1], [9206, 22], [9207, 13], [9230, 1], [9247, 50], [9249, 9], [9804, 51], [9827, 47], [9832, 16]]
goats [[2009, 28], [2516, 22], [2520, 10], [2875, 69], [3620, 25], [3645, 58], [3679, 23], [3822, 51], [4085, 42], [4498, 17], [4795, 28], [4803, 11], [4809, 20], [4812, 32], [4860, 36], [4881, 14], [5057, 1], [5059, 1], [5160, 6], [5238, 45], [5367, 57], [5378, 1], [5397, 32], [5397, 49], [5499, 49], [5516, 17], [5738, 5], [6060, 49], [6729, 66], [8061, 66], [8985, 38]]
open [[429, 69], [1623, 20], [1637, 1], [1796, 58], [1969, 37], [2717, 66], [2788, 65], [2824, 13], [2828, 67], [3425, 42], [3427, 14], [3605, 66], [4324, 38], [4461, 25], [4660, 24], [4723, 60], [4853, 10], [4954, 37], [5894, 55], [6192, 9], [6308, 45], [6598, 31], [6814, 9], [7196, 8], [7529, 9], [7776, 24], [7898, 62], [7932, 1], [8824, 64], [9552, 8], [9801, 52]]
abroad [[102, 42], [172, 49], [186, 12], [204, 51], [442, 9], [1225, 59], [1532, 47], [2510, 10], [2714, 48], [2728, 7], [3242, 24], [3523, 45], [3780, 53], [3789, 5], [3944, 54], [4473, 6], [4784, 59], [5235, 42], [5244, 23], [5525, 1], [5966, 6], [5989, 55], [6009, 45], [6011, 31], [6041, 1], [6058, 1], [6357, 40], [7495, 46], [8559, 49], [9852, 1], [9865, 19]]
rock [[1425, 29], [1478, 20], [1484, 24], [1558, 15], [1918, 17], [1920, 10], [1931, 61], [1972, 55], [2209, 6], [2212, 68], [2222, 19], [2224, 39], [2259, 8], [2345, 30], [2464, 13], [2530, 54], [2578, 68], [2605, 37], [2612, 25], [2623, 1], [2669, 55], [2678, 61], [4035, 38], [5001, 52], [5019, 15], [5114, 48], [5317, 29], [5350, 5], [5813, 55], [6090, 1], [7297, 1]]
top [[640, 69], [860, 10], [910, 21], [944, 46], [1717, 44], [1718, 51], [1917, 62], [1937, 1], [1941, 22], [1949, 23], [2278, 68], [2469, 15], [2477, 40], [2661, 24], [2669, 46], [4002, 5], [4724, 28], [5613, 65], [5994, 35], [6091, 1], [6313, 37], [6584, 48], [6634, 19], [6755, 45], [6949, 1], [7308, 63], [7468, 14], [8137, 43], [8245, 54], [8391, 63], [8555, 57], [8842, 33]]
stand [[638, 4], [639, 29], [707, 1], [840, 18], [934, 32], [1357, 45], [1560, 58], [1937, 28], [2197, 59], [2908, 21], [3350, 12], [3832, 67], [3960, 60], [3978, 64], [4004, 10], [4543, 68], [5338, 50], [5827, 67], [7413, 68], [7550, 16], [7570, 27], [7687, 8], [7757, 54], [7825, 41], [8093, 52], [9521, 47], [9568, 8], [9587, 31], [9593, 11], [9675, 15], [9677, 58], [9728, 62]]
seems [[870, 24], [1036, 10], [1326, 1], [2329, 52], [2468, 12], [2868, 42], [5628, 47], [6122, 69], [6594, 54], [6663, 47], [6682, 4], [6693, 4], [6779, 34], [7025, 11], [7375, 57], [7758, 39], [7926, 61], [8162, 36], [8349, 37], [8470, 51], [8482, 42], [8544, 4], [8563, 20], [8584, 32], [8623, 1], [8682, 41], [8696, 31], [9101, 49], [9225, 40], [9226, 57], [9734, 15], [9771, 22]]
spent [[304, 68], [1444, 1], [1467, 46], [2077, 58], [2081, 25], [2144, 37], [2303, 27], [2321, 29], [2339, 32], [2455, 33], [2507, 56], [2510, 61], [2560, 62], [2701, 1], [2725, 1], [3303, 3], [3332, 8], [3371, 33], [3680, 20], [3713, 3], [4033, 31], [4147, 65], [4318, 3], [4394, 30], [4468, 15], [4664, 33], [4686, 40], [5383, 16], [5551, 23], [6047, 55], [6055, 26], [8230, 37]]
second [[80, 31], [888, 34], [962, 27], [1366, 36], [1584, 38], [1673, 40], [1764, 51], [1779, 4], [1796, 15], [1869, 58], [2682, 36], [2916, 26], [3013, 34], [3372, 61], [3562, 1], [3564, 49], [3869, 32], [5318, 36], [5609, 23], [6090, 51], [6092, 1], [6215, 26], [8781, 26], [8814, 36], [9026, 46], [9035, 38], [9675, 42], [9689, 35], [9740, 21], [9913, 11], [10150, 56], [10152, 5]]
brazils [[1057, 51], [1060, 66], [1088, 34], [1101, 5], [1188, 43], [1241, 1], [1250, 20], [2426, 32], [3283, 32], [3600, 46], [4139, 37], [4356, 39], [4470, 27], [5932, 64], [6289, 66], [6307, 58], [6381, 18], [7982, 1], [9061, 38], [9077, 36], [9125, 1], [9153, 57], [9248, 62], [9279, 17], [9301, 36], [9304, 39], [9316, 8], [9824, 61], [9826, 59], [9846, 54], [9892, 30], [9900, 36]]
fired [[789, 62], [889, 20], [970, 55], [1040, 37], [1730, 10], [1731, 1], [3861, 48], [5519, 30], [5627, 24], [6085, 67], [6096, 17], [6912, 27], [7619, 27], [7646, 26], [7658, 64], [7683, 21], [7708, 1], [8378, 55], [8455, 1], [8526, 41], [8558, 44], [8825, 35], [8835, 4], [9477, 67], [9675, 1], [9676, 65], [9689, 55], [9719, 5], [9740, 13], [9742, 38], [9757, 40], [9795, 1]]
plantation [[1105, 3], [1113, 1], [1118, 31], [1154, 1], [1191, 18], [1205, 7], [1211, 21], [1233, 35], [1242, 1], [1276, 41], [1290, 56], [1293, 63], [1300, 7], [5040, 64], [6388, 35], [9061, 20], [9076, 37], [9081, 24], [9083, 31], [9095, 13], [9098, 43], [9137, 52], [9171, 5], [9179, 31], [9186, 19], [9198, 1], [9205, 50], [9263, 15], [9334, 15], [9824, 43], [9835, 42], [9909, 21]]
round [[328, 52], [983, 26], [1519, 15], [1584, 13], [1745, 50], [1801, 47], [2364, 51], [3500, 49], [3657, 66], [3983, 60], [4000, 37], [4001, 47], [4080, 32], [4526, 37], [4530, 32], [4746, 43], [4770, 53], [5095, 52], [5394, 33], [5504, 22], [5857, 57], [5859, 54], [5877, 28], [5997, 58], [6591, 25], [6725, 1], [8211, 43], [8596, 58], [8600, 30], [8822, 24], [8828, 10], [9527, 62]]
cast [[386, 1], [421, 5], [1143, 17], [1235, 12], [1514, 3], [2042, 59], [2168, 6], [2183, 46], [2687, 1], [2783, 20], [2985, 61], [3432, 1], [3444, 13], [4134, 31], [4312, 48], [4383, 25], [4413, 25], [4481, 65], [5088, 22], [5439, 1], [5472, 18], [6117, 36], [6132, 17], [6150, 25], [6243, 8], [7154, 57], [7280, 59], [7295, 49], [7913, 56], [7946, 64], [8845, 37], [9082, 10]]
short [[174, 26], [195, 64], [271, 38], [539, 38], [577, 65], [1299, 4], [1542, 28], [1610, 1], [1899, 25], [1948, 68], [1970, 14], [2253, 34], [2469, 49], [3153, 43], [3282, 42], [3791, 9], [3866, 15], [3876, 13], [4865, 48], [4953, 9], [4976, 33], [5026, 46], [5262, 40], [5462, 12], [5973, 59], [6264, 30], [6635, 8], [6772, 32], [6977, 52], [7467, 68], [8041, 37], [8291, 49], [9168, 39]]
appeared [[439, 8], [1430, 19], [1669, 34], [1759, 16], [1952, 48], [3131, 16], [3147, 42], [3214, 21], [3312, 36], [4305, 32], [4623, 7], [5067, 27], [5255, 58], [5708, 57], [6265, 18], [6265, 66], [6557, 55], [6752, 35], [6970, 1], [6981, 9], [7129, 11], [7315, 57], [7331, 23], [7463, 40], [8142, 30], [8143, 10], [8186, 22], [8713, 10], [8802, 17], [8951, 47], [9087, 32], [9199, 52], [9484, 41]]
purpose [[191, 7], [212, 27], [389, 14], [1111, 1], [1799, 33], [2146, 23], [3284, 61], [3530, 21], [3541, 55], [3549, 38], [3976, 13], [4532, 10], [4699, 53], [4804, 62], [5049, 6], [5131, 34], [5373, 10], [5486, 52], [5552, 26], [5995, 41], [6933, 6], [7797, 14], [7999, 17], [8052, 10], [8062, 31], [8350, 1], [8388, 40], [8481, 19], [8525, 61], [8858, 1], [9570, 41], [9943, 16], [10158, 61]]
